,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-16 20:01:21,2020-05-16 20:01:21-04:00,kelv_gh,"RT @KumasiSarkodie_: In the morning I saw some people forcing BET to nominate their favourite 

Ah which track though; Akwele take, WMT or…",-1,2020-05-17 00:01:21,268
2020-05-16 20:49:06,2020-05-16 20:49:06-04:00,RyeNotBerben,"@ShitFund Had a buddy who was a retail analyst in the 80s/90s. When u went to bentonville to visit $wmt thru book u A room, so he and his associate had to bunk up at the red roof inn. He was afraid if he got another room it would get back to mgmt and hurt his access.",-1,2020-05-17 00:49:06,904
2020-05-16 21:35:43,2020-05-16 21:35:43-04:00,KojoAntwi_,@Mrbelgium1 @daddys_onlyson Menners go abuse am cos the wmt chaw dodo😂,-1,2020-05-17 01:35:43,2936
2020-05-17 05:09:23,2020-05-17 05:09:23-04:00,AmponsahFrede14,"RT @KumasiSarkodie_: In the morning I saw some people forcing BET to nominate their favourite 

Ah which track though; Akwele take, WMT or…",-1,2020-05-17 09:09:23,815
2020-05-17 06:53:43,2020-05-17 06:53:43-04:00,dukesealman,"Health &amp; Eco Omnibus Emergency? 
over 1,800 pages
could provide some additional economic relief at a time when almost 37 million Americans have lost their jobs? 
and health insurance?
#COVID19 #COVID $tsla $aapl $wmt $dis

https://t.co/IlXBC4x8Bi",-1,2020-05-17 10:53:43,181
2020-05-17 08:02:47,2020-05-17 08:02:47-04:00,playsmart9,"$AMZN lot of consolidation and big French warehouse opening and possibly break out this with $WMT $TGT results on deck 

Any thoughts? @smartertrader https://t.co/CYQtxZ5p3h",-1,2020-05-17 12:02:47,155
2020-05-17 15:28:58,2020-05-17 15:28:58-04:00,PeterTrader99,"@psk2329 $WMT only has Monday left, I played for gap fill last week but closed on Friday",-1,2020-05-17 19:28:58,7267
2020-05-17 15:31:49,2020-05-17 15:31:49-04:00,mattckenney,@DJessupFarmsLLC @MachineryPete @TheChadColby @JohnDeere Bring that bad boy to WMT Tractorcade!,-1,2020-05-17 19:31:49,323
2020-05-17 16:19:25,2020-05-17 16:19:25-04:00,ChrisRecker_AZA,"@MsResJudicata Poor economy last 20 yrs due to:

1. Deindustrialization (CCP and MNCs)
2. Fed refusal to let markets clear (serial bailouts)
3. Anti-trust lack thereof (WMT and AMZN prevent)
4. Risk shift to families raising cost of family formation /fertility (Education/housing/healthcare)",-1,2020-05-17 20:19:25,135
2020-05-17 16:37:06,2020-05-17 16:37:06-04:00,sleekoptions,"$WMT [May-01 128 Puts] up +344.94%  Alerted at $1.58  on Apr 27 2020  2:16PM Peak after alert $7.03 on 2020-05-01  
Daily Progress: https://t.co/3uoKgUWlOt",-1,2020-05-17 20:37:06,3301
2020-05-17 16:41:07,2020-05-17 16:41:07-04:00,sleekoptions,"$WMT [May-01 129 Puts] up +168.94%  Alerted at $2.93  on Apr 23 2020  1:30PM Peak after alert $7.88 on 2020-05-01  
Daily Progress: https://t.co/R5UosVUsxY",-1,2020-05-17 20:41:07,3301
2020-05-17 16:56:34,2020-05-17 16:56:34-04:00,newmoneyFC,Big week of retail earnings.. $HD $KSS $WMT $LOW $TGT $M $TJX $ROST $XRT all of these are well positioned with the exception of Macy’s $M.. too little too late IMO.. hanging on by it’s real estate!,-1,2020-05-17 20:56:34,1515
2020-05-17 18:07:15,2020-05-17 18:07:15-04:00,jamiecrumble710,"@JuanDuanDeTuan options and futures mostly ill be watching all the big earners this week such as $WMT, $TGT, and $HD, maybe $NVDA and $AAPL as-well, because of the souring trade talks between the US and China.",-1,2020-05-17 22:07:15,156
2020-05-17 18:13:14,2020-05-17 18:13:14-04:00,RegularWIGuy,"In a time of #pandemic, another rural #hospital shuts its doors https://t.co/3PsJzvmaEM no different than allowing $WMT $TGT $KR to thrive while smaller #businesses were forced to close - whole #lockdown should be remembered for one thing #Governments #tyrannical abuse of power!",-1,2020-05-17 22:13:14,1242
2020-05-17 18:28:29,2020-05-17 18:28:29-04:00,BizSales247,"RT @RegularWIGuy: In a time of #pandemic, another rural #hospital shuts its doors https://t.co/3PsJzvmaEM no different than allowing $WMT $…",-1,2020-05-17 22:28:29,519
2020-05-17 19:04:42,2020-05-17 19:04:42-04:00,Gambiste1,"RT @RegularWIGuy: In a time of #pandemic, another rural #hospital shuts its doors https://t.co/3PsJzvmaEM no different than allowing $WMT $…",-1,2020-05-17 23:04:42,5021
2020-05-17 19:05:43,2020-05-17 19:05:43-04:00,_ms_izzy,waited all week for $WMT to break that 20ma resistance and of course it did heading into the close fri (after i already had sold all my calls lol) - tested 40ma on thurs and bounced right off. still lookin for that gap fill to 127.50... ER TUESDAY! https://t.co/ADOsC47tEO https://t.co/dfG8uqg7cn,-1,2020-05-17 23:05:43,11605
2020-05-17 19:24:16,2020-05-17 19:24:16-04:00,_ms_izzy,you could always day trade it like I’ve been doing (likely will again tmrw) and maybe do leaps on $COST pre earnings to capture the sector move (if $WMT performs well) - sell $COST post $WMT ER and vice versa (play $WMT post ER to inadvertently play $COST ER) imo https://t.co/0f4dVDa7cv,-1,2020-05-17 23:24:16,11605
