,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-17 20:08:00,2020-05-17 20:08:00-04:00,cheddar,"What to look out for on Wall Street📈

🚗 Ford, GM, and Fiat Chrysler partially resume production. 
💰 Walmart and Target report earnings. $WMT $TGT
🇺🇸 Fed Chair and Treasury Sec testify on #COVID19 response. 

#CheddarLive https://t.co/JfwYv6Nq37",-1,2020-05-18 00:08:00,251793
2020-05-17 23:28:32,2020-05-17 23:28:32-04:00,mridul_wmt,Use These 3 Strategies to Embrace the Power of Hope and Eliminate Your Fear https://t.co/omsl6YZ8md https://t.co/rRGPP43peI,-1,2020-05-18 03:28:32,336
2020-05-18 00:04:41,2020-05-18 00:04:41-04:00,donfug8,"Pretty fired up going into this week:
- Futures are up 275pts as I write
- WMT &amp; LOW earnings
- Decent news on rona progress

Held:
$gild $wmt $low $apt $chef
Watchlist for this week:
$srne $acb $ino $nvax $vtiq $tlry $eri $upwk $novn $cake $cwh $cdlx $lake $feac https://t.co/ExHgVekdCn",-1,2020-05-18 04:04:41,386
2020-05-18 00:50:28,2020-05-18 00:50:28-04:00,ZamanCapital,"Ticker Symbol: WMT
Timeframe: Monthly &amp; Daily
Trade Type: Swing Trade
Outlook: Bullish
Contingency: Watch for a potential push higher as it closed above $125 last week.

$WMT #WMT @Walmart https://t.co/vHhE8mQppZ",-1,2020-05-18 04:50:28,260
2020-05-18 01:28:58,2020-05-18 01:28:58-04:00,StockAlerts00,"Evolution Trading’s Swings/WL
🚹OPTIONS🚹Pt.2

$WMT ER tues 👀👀
$ERX oil has been Fiyaaaa🔥
$UA double bottom hammer w/spring
$LMT $SPCE some space force and defense PR this weekend 

#options #optionstrading #oilfutures 
#oil",-1,2020-05-18 05:28:58,1193
2020-05-18 05:50:14,2020-05-18 05:50:14-04:00,ecommerceshares,"Big business like $SBUX $WMT $AMZN couldn’t have wished for a better gift than COVID19. 

It’s like a mob movie. The mob (politicians) forces all your SME competition to close with threat of violence (police), while you are allowed to stay open by paying protection $ (donations). https://t.co/ypfHn4bHoP",-1,2020-05-18 09:50:14,1048
2020-05-18 06:19:22,2020-05-18 06:19:22-04:00,ivolatility,"$WMT: DAILY 3 MONTHS VOLATILITY CHART into EPS. IVolatility is offering new subscribers 2 free months on all IVolLive packages alongside
https://t.co/pHZEQG3u2O https://t.co/Qm01CPvEqO",-1,2020-05-18 10:19:22,3821
2020-05-18 06:52:22,2020-05-18 06:52:22-04:00,newsfilterio,"The big chains will be the last survivors without more stimulus relief, Jim Cramer warns $WMT $AMZN $TGT $COST $CMG https://t.co/mLxKqn8u2x",-1,2020-05-18 10:52:22,1178
2020-05-18 07:00:00,2020-05-18 07:00:00-04:00,Robo_Analyst,"$WMT gets our ""Miss"" #EarningsDistortion Score (featured on @SquawkCNBC). Earnings are overstated by $0.43/share (38% of consensus estimates for 1Q20). See other stocks most likely to beat/miss in our Earnings Distortion Scorecard report https://t.co/zGVTBTec4W",-1,2020-05-18 11:00:00,125
2020-05-18 07:00:22,2020-05-18 07:00:22-04:00,NewConstructs,"$WMT gets our ""Miss"" #EarningsDistortion Score (featured on @SquawkCNBC). Earnings are overstated by $0.43/share (38% of consensus estimates for 1Q20). See other stocks most likely to beat/miss in our Earnings Distortion Scorecard report https://t.co/d5IHhW8m0P https://t.co/l8iHIVHlo3",-1,2020-05-18 11:00:22,2847
