,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-15 20:04:57,2020-05-15 20:04:57-04:00,newsfilterio,J.C. Penney Couldn't Find a Way to Shake Off Its Identity Crisis $AAPL $TGT $WMT $M $JWN https://t.co/leaa5bBaQQ,-1,2020-05-16 00:04:57,1178
2020-05-15 20:34:10,2020-05-15 20:34:10-04:00,newsfilterio,CORRECTED-UPDATE 1-J.C. Penney files for bankruptcy protection $JCP $WMT $TGT $TJX $AAPL https://t.co/n2y4Q0yjzH,-1,2020-05-16 00:34:10,1178
2020-05-15 20:37:10,2020-05-15 20:37:10-04:00,newsfilterio,"Companies fear coronavirus liability lawsuits. So far, few exist $WMT #coronavirus #COVID2019 https://t.co/r7WoQZXCt3",-1,2020-05-16 00:37:10,1178
2020-05-15 22:23:27,2020-05-15 22:23:27-04:00,JasonKitayama,"@AMychkovsky Unfortunately zombie apocalypse is a consumer reality: People hunker down. The mere threat of a second wave is probably enough to keep these types of stocks flying high.  Grocery, big box retailers (WMT, TGT) all taking big share of wallet

short Visa on default risk",-1,2020-05-16 02:23:27,174
2020-05-16 03:51:01,2020-05-16 03:51:01-04:00,1MinuteStock,Wondering about risks of $WMT? The 21-day volatility is 5.96% https://t.co/2lQZbggLA1,-1,2020-05-16 07:51:01,4027
2020-05-16 07:51:45,2020-05-16 07:51:45-04:00,dukesealman,"@GavinNewsom $btc counterfeiting = human feces on Cali USA streets

alt coins debase firefighter pensions Gavvie: 
explain THAT #jeffreyepstein rape of teacher pensions by congress

#osu #MIT #Harvard
$jpm $gs $tsla $wmt $dis #COVID__19 

https://t.co/FtASYLda1U",-1,2020-05-16 11:51:45,181
2020-05-16 09:35:10,2020-05-16 09:35:10-04:00,ThinkTankCharts,XLP - Staples - Laggard now - WMT earning with TGT next week - like the rest - a rally on Thursday and now what - weak - more up and a buy signal - more down under $57 and back to the abyss :) https://t.co/ZSejQA5JWd,-1,2020-05-16 13:35:10,16273
2020-05-16 10:01:23,2020-05-16 10:01:23-04:00,RealSalluKhan,@JonErlichman Next to file for bankruptcy is $wmt in 2027 and then $cost in 2029 at which time $amzn will be worth $ 7t and $11t respectively as per my crystal ball.,-1,2020-05-16 14:01:23,232
2020-05-16 10:06:15,2020-05-16 10:06:15-04:00,newsfilterio,"As JC Penney goes bankrupt, some question if it should continue to operate $JCP $WMT $TGT $AMZN $TJX https://t.co/eedTdzQ9Xh",-1,2020-05-16 14:06:15,1178
2020-05-16 10:07:00,2020-05-16 10:07:00-04:00,cheddar,"What to look for next week on Wall Street📈

🚗 Ford, GM, and Fiat Chrysler partially resume production. 
💰 Walmart and Target report earnings. $WMT $TGT
🇺🇸 Fed Chair and Treasury Sec testify on #COVID19 response. 

#CheddarLive https://t.co/36uNO6tdls",-1,2020-05-16 14:07:00,251793
2020-05-16 10:31:30,2020-05-16 10:31:30-04:00,Post_Market,"@gabebassin Do not know their returns, nor their approach. Consumer focused funds can still own HD, DG, NKE, LULU, AMZN, SHOP, WMT, TJX, SBUX, etc. Unless their mandate is confined to brick and mortar retail levered stubs with asymmetric but low probability outcomes?",-1,2020-05-16 14:31:30,15279
2020-05-16 10:41:16,2020-05-16 10:41:16-04:00,newsfilterio,"Op-Ed: Amazon, it's time to disclose your coronavirus deaths $AMZN $WMT $GE $GM #coronavirus #COVID2019 https://t.co/wh0A8egdBB",-1,2020-05-16 14:41:16,1178
2020-05-16 11:12:34,2020-05-16 11:12:34-04:00,Gambiste1,RT @RealSalluKhan: @JonErlichman Next to file for bankruptcy is $wmt in 2027 and then $cost in 2029 at which time $amzn will be worth $ 7t…,-1,2020-05-16 15:12:34,5021
2020-05-16 12:19:14,2020-05-16 12:19:14-04:00,KumasiSarkodie_,"In the morning I saw some people forcing BET to nominate their favourite 

Ah which track though; Akwele take, WMT or  Fa pim so 😂🤦🏾‍♂️

Pls let’s be serious",-1,2020-05-16 16:19:14,10691
2020-05-16 12:20:58,2020-05-16 12:20:58-04:00,HenryKnight_,"RT @KumasiSarkodie_: In the morning I saw some people forcing BET to nominate their favourite 

Ah which track though; Akwele take, WMT or…",-1,2020-05-16 16:20:58,1326
2020-05-16 12:21:28,2020-05-16 12:21:28-04:00,BraDesmund1,"RT @KumasiSarkodie_: In the morning I saw some people forcing BET to nominate their favourite 

Ah which track though; Akwele take, WMT or…",-1,2020-05-16 16:21:28,3131
