,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-13 20:36:09,2020-05-13 20:36:09-04:00,_ms_izzy,"outlook for tmrw $WMT 

-heavily dependent on job report
-if opens lower/spy red - looking for retest at that 50ma support area near 121-122.
-if market sentiment bullish/open higher - will look for this to retest that 20ma and break into gap. ER next week https://t.co/mT6jmOBIAj",-1,2020-05-14 00:36:09,11605
2020-05-13 21:00:36,2020-05-13 21:00:36-04:00,_ms_izzy,@ProfitLogix totally... missed that top on $WMT tmrw... seeing how things look in the morning with job report but i will def hedge and buy puts to test 122 area if fails to open higher,-1,2020-05-14 01:00:36,11605
2020-05-13 21:06:25,2020-05-13 21:06:25-04:00,RoundinT,@yanxchick Spending down big time. Local store closed. I stopped going to TGT &amp; WMT.,-1,2020-05-14 01:06:25,788
2020-05-13 21:26:32,2020-05-13 21:26:32-04:00,_ms_izzy,"not looking at much else, mostly just waiting right now to either enter or add to my plays (nothing wrong with that BTW!) - will look for potential plays tmrw in:
-$MO calls if opens higher
-$SDC post ER
-$WMT puts if sentiment bearish(still have calls)
-$SPY (check prev post)",-1,2020-05-14 01:26:32,11605
2020-05-14 05:58:52,2020-05-14 05:58:52-04:00,newsfilterio,Amazon Calls For Federal Law Against Price Gouging During National Crises $AMZN $WMT $FB $EBAY https://t.co/BOZpuqeLkb,-1,2020-05-14 09:58:52,1179
2020-05-14 06:25:39,2020-05-14 06:25:39-04:00,newsfilterio,Thousands of Covid-19 ‘Heroes’ Are About to Get a Pay Cut $CVS $WMT $WLTW $TGT $AMZN #coronavirus #COVID2019 https://t.co/W9w6dz4LSA,-1,2020-05-14 10:25:39,1179
2020-05-14 07:47:07,2020-05-14 07:47:07-04:00,JeffMacke,"Hey, quick question for FinTwit ahead of retail reports next week.

You guys know Estimates means nothing, right? And EPS will be bad, generally. Less bc of Unfavorable Mix as much as billions going towards Covid tweaks and bonuses.

If that's clear we're fine. $WMT $HD $TGT $LOW https://t.co/VXCuQDDQqv",-1,2020-05-14 11:47:07,99641
2020-05-14 07:57:23,2020-05-14 07:57:23-04:00,SteveAnthony,"RT @directcoops: [DLBN] COVID FORCES WMT TO CANCEL ITS JUNE 3 ANNUAL 
MEETING &amp; HOLD IT ON THE INTERNET. Will elect 2 Waltons to the board…",-1,2020-05-14 11:57:23,7352
2020-05-14 07:57:28,2020-05-14 07:57:28-04:00,SteveAnthony,RT @directcoops: [DLBN] 15-YEAR WALMART LAWYER FILES LAWSUIT AGAINST COMPANY. Says Walmart “attempted to induce (him) to change a 5-year-ol…,-1,2020-05-14 11:57:28,7352
2020-05-14 08:53:09,2020-05-14 08:53:09-04:00,sandiegosam,"Every business with a thermal temperature reader, gloves, masks should be open to small amounts of people!  $WMT, $TGT, $COST are open with 100's of spreaders in these stores at a given time - the policy response blows and @realDonaldTrump is failing yet again",-1,2020-05-14 12:53:09,1199
2020-05-14 08:53:25,2020-05-14 08:53:25-04:00,UMC_CommonSense,"Tired of the arguments. Let's settle it now:

What is the most common improperly cooked meat?

#Food #Cook #Chef #COVID19 #QuarantineLife #WMT",-1,2020-05-14 12:53:25,1144
2020-05-14 09:02:35,2020-05-14 09:02:35-04:00,Gambiste1,"RT @JeffMacke: Hey, quick question for FinTwit ahead of retail reports next week.

You guys know Estimates means nothing, right? And EPS wi…",-1,2020-05-14 13:02:35,5021
2020-05-14 09:10:33,2020-05-14 09:10:33-04:00,cryptosis024,"@ReformedBroker @davidchang @ringer Really sad how the hospitality industry is being thrown away like trash....minimal concern or “stimulus” for millions whom not only lost everything, but now must choose a new career.....with the only options being delivery driver for $amzn or cashier at $wmt.....",-1,2020-05-14 13:10:33,119
2020-05-14 09:45:29,2020-05-14 09:45:29-04:00,WaltStreetPro,"When @CNBC tells you this is just a small break the market is taking... you sell all your long positions and sit on cash. 

$SPY $QQQ $AMZN $AAPL $GOOG $WMT $MSFT $BYND $TSLA $DIS $SBUX $AAL $DAL $RCL $BABA $BA $JPM $BAC $C $T $GM $F $UBER",-1,2020-05-14 13:45:29,1603
2020-05-14 10:04:12,2020-05-14 10:04:12-04:00,Aemiliannus,@vexmark The reversal comes when we are all unemployed but have gov’t credit cards that only work at $TGT $WMT $AMZN and $AAPL to own the libs one more time.,-1,2020-05-14 14:04:12,141
2020-05-14 10:13:20,2020-05-14 10:13:20-04:00,TheJoyfulTrader,"$WMT's consolidated net income has fallen sine 2017. From 2018-2019 it has gone from $10.523 billion to $7.179 billion in net income. 

Although this occurred, $WMT is positioning itself to challenge $AMZN's eCommerce division. https://t.co/a2gakxihI9",-1,2020-05-14 14:13:20,453
