,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-18 20:05:32,2020-05-18 20:05:32-04:00,Seanakin,"At WMT, munching on Taco Bell in my truck and waiting to call in a Rx pick up because Dream Warriors won't finish playing itself.",1,2020-05-19 00:05:32,1139
2020-05-18 20:31:32,2020-05-18 20:31:32-04:00,InvestorMike,Retail earnings for the Covid winners most likely a buy the rumor sell the news event tomorrow and the remainder of this week.  $TGT $WMT.,1,2020-05-19 00:31:32,1049
2020-05-18 20:33:31,2020-05-18 20:33:31-04:00,TopGunFP,"Big earnings reports tomorrow morning from $WMT &amp; $HD. Let's start with WMT:

1 - Stock has been strong trading above its rising 50 and 200 DMAs

2 - However, it is not cheap: Trailing P/E: $127.66 / $4.93 2019 EPS = 26x 

3 - ... https://t.co/JVXSIZy1Jb https://t.co/XGerLSNtOY",1,2020-05-19 00:33:31,1783
2020-05-18 20:43:02,2020-05-18 20:43:02-04:00,Gambiste1,RT @InvestorMike: Retail earnings for the Covid winners most likely a buy the rumor sell the news event tomorrow and the remainder of this…,1,2020-05-19 00:43:02,5021
2020-05-18 21:57:07,2020-05-18 21:57:07-04:00,XBIObserver,@OphirGottlieb @Target It’s a far superior experience vs WMT.  Their store brand is pretty damn good.,1,2020-05-19 01:57:07,867
2020-05-18 23:12:02,2020-05-18 23:12:02-04:00,Arkansas_Jobs,"Truck Driver: Walmart - Searcy, AR - Req ID BR Company Summary Wal-Mart Stores, Inc. (NYSE: WMT) helps people around the world save money and live better anytime and anywhere in retail stores, online, and through… https://t.co/GY3vkDPPQt For More Jobs &gt;&gt;&gt; Please Go2 Our Page!",1,2020-05-19 03:12:02,370
2020-05-18 23:46:01,2020-05-18 23:46:01-04:00,DvdndDiplomats,"Here are industries that are built to succeed during the #COVID19 pandemic, from a Dividend Investors perspective. 

Industries include cons. staples, tech, utilities, &amp; supermarkets!

$TGT $WMT $IBM $COST $ED $CSCO $IBM

https://t.co/e4qOAJCy47",1,2020-05-19 03:46:01,12449
2020-05-19 00:32:53,2020-05-19 00:32:53-04:00,LeandreWatts,RT @AponasAndrew: $WMT Opportunity included. https://t.co/UuDWBSNRpV,1,2020-05-19 04:32:53,1053
2020-05-19 01:20:01,2020-05-19 01:20:01-04:00,_ms_izzy,"$WMT opened strong today, filled that gap at 127.50 that i've been anticipating for a week now. ER tmrw - daily chart still oversold so i'm pretty stoked to see how this one plays out - didnt play ER so would prefer a gap up and pullback to snatch calls on this or $COST - pt 130+ https://t.co/u5leZPMIPC https://t.co/Ix3WsAoChS",1,2020-05-19 05:20:01,11605
2020-05-19 03:54:04,2020-05-19 03:54:04-04:00,Gambiste1,"RT @DvdndDiplomats: Here are industries that are built to succeed during the #COVID19 pandemic, from a Dividend Investors perspective. 

In…",1,2020-05-19 07:54:04,5021
2020-05-19 05:40:36,2020-05-19 05:40:36-04:00,JeffMacke,"Happy $WMT $HD and $KSS morning (in that order). 

No one believes. https://t.co/tFvZx9Z9RA",1,2020-05-19 09:40:36,99641
2020-05-19 05:43:18,2020-05-19 05:43:18-04:00,JorelLaraKalel,5 Spectacular Retail Earnings Charts $HD $WMT $BOOT $TJX $DECK https://t.co/ztLTgAZw7g @TraceyRyniec,1,2020-05-19 09:43:18,4417
2020-05-19 05:46:51,2020-05-19 05:46:51-04:00,DrTony44,"RT @JeffMacke: Happy $WMT $HD and $KSS morning (in that order). 

No one believes. https://t.co/tFvZx9Z9RA",1,2020-05-19 09:46:51,3483
2020-05-19 05:47:55,2020-05-19 05:47:55-04:00,TopGunFP,@RedDogT3 Good Morning @RedDogT3! Are we going to continue melting up 📈 today? I guess it depends on $WMT &amp; $HD earnings,1,2020-05-19 09:47:55,1783
2020-05-19 05:51:52,2020-05-19 05:51:52-04:00,JUSTUSnatuhwera,"RT @JeffMacke: Happy $WMT $HD and $KSS morning (in that order). 

No one believes. https://t.co/tFvZx9Z9RA",1,2020-05-19 09:51:52,432
2020-05-19 05:55:59,2020-05-19 05:55:59-04:00,Official_Forex,"RT @JeffMacke: Happy $WMT $HD and $KSS morning (in that order). 

No one believes. https://t.co/tFvZx9Z9RA",1,2020-05-19 09:55:59,264
2020-05-19 06:15:00,2020-05-19 06:15:00-04:00,moomooApp,"Expectations are high heading into #Walmart 's $WMT earnings report as many analysts project market share gains for the retail giant.

The consensus EPS Estimate is $1.09 (-3.5% Y/Y) and the consensus Revenue Estimate is $130.58B (+5.4% Y/Y).

#earnings #stocks https://t.co/1Y8fDD40GN",1,2020-05-19 10:15:00,249
2020-05-19 07:03:16,2020-05-19 07:03:16-04:00,roberee,$WMT could very well be the as good as it gets quarter...,1,2020-05-19 11:03:16,958
2020-05-19 07:04:54,2020-05-19 07:04:54-04:00,TheTradeXchange,"$WMT: Walmart U.S. comp sales increased 10.0%, led by strength in food, consumables, health &amp; wellness and some general merchandise categories",1,2020-05-19 11:04:54,6319
2020-05-19 07:05:08,2020-05-19 07:05:08-04:00,iluvstocks1,$WMT   Good morning Great information from @TheTradeXchange https://t.co/zORRO9SFXx,1,2020-05-19 11:05:08,1844
2020-05-19 07:06:11,2020-05-19 07:06:11-04:00,stockstobuy,"WalMart $WMT reports strong earnings, sales beat of $1.8 Billion.....shares up 4.6%.",1,2020-05-19 11:06:11,36426
2020-05-19 07:09:24,2020-05-19 07:09:24-04:00,Estimize,Great work by Tag_3 who takes the win for $WMT beating 82 other analysts and the Wall Street Consensus - https://t.co/7MeiawRpaH,1,2020-05-19 11:09:24,7461
2020-05-19 07:10:13,2020-05-19 07:10:13-04:00,LaMonicaBuzz,Walmart beat on sales and earnings. Double digit comps growth and very strong digital sales gains. Up 74%. But Walmart dumping online Jet brand in favor of Walmart branding. $WMT up 4% #premarket. https://t.co/edmRQpluRp,1,2020-05-19 11:10:13,47611
2020-05-19 07:11:11,2020-05-19 07:11:11-04:00,jmcxxo,RT @LaMonicaBuzz: Walmart beat on sales and earnings. Double digit comps growth and very strong digital sales gains. Up 74%. But Walmart du…,1,2020-05-19 11:11:11,1623
2020-05-19 07:11:30,2020-05-19 07:11:30-04:00,enelinterin,RT @LaMonicaBuzz: Walmart beat on sales and earnings. Double digit comps growth and very strong digital sales gains. Up 74%. But Walmart du…,1,2020-05-19 11:11:30,2117
2020-05-19 07:11:51,2020-05-19 07:11:51-04:00,JeffMacke,"$WMT grew e-commerce 74%, income *increased* 5.6% despite mix and spending spikes. 

Crushing. https://t.co/SNdyZQVxE0",1,2020-05-19 11:11:51,99641
2020-05-19 07:12:21,2020-05-19 07:12:21-04:00,HottestStockNow,"$WMT 's Numbers significantly affected by the outbreak of COVID-19, delivers strong top-line results      #Walmart   #Coronavirus    #COVID19     https://t.co/rxnlfda547",1,2020-05-19 11:12:21,1335
2020-05-19 07:12:26,2020-05-19 07:12:26-04:00,Traderideas1,"RT @TheTradeXchange: $WMT: Walmart U.S. comp sales increased 10.0%, led by strength in food, consumables, health &amp; wellness and some genera…",1,2020-05-19 11:12:26,548
2020-05-19 07:14:13,2020-05-19 07:14:13-04:00,stockassassin74,"RT @JeffMacke: $WMT grew e-commerce 74%, income *increased* 5.6% despite mix and spending spikes. 

Crushing. https://t.co/SNdyZQVxE0",1,2020-05-19 11:14:13,1557
2020-05-19 07:14:33,2020-05-19 07:14:33-04:00,KLNorvell,RT @LaMonicaBuzz: Walmart beat on sales and earnings. Double digit comps growth and very strong digital sales gains. Up 74%. But Walmart du…,1,2020-05-19 11:14:33,4714
2020-05-19 07:15:38,2020-05-19 07:15:38-04:00,cfromhertz,"Good Morning

US &amp; European Equities lower to start day.  Housing data at 8:30am.  $WMT sales soar, $HD sales strong as well but costs increase. 

Bonds $TLT +0.1%
Gold $GLD +0.2%
Crude $CL_F +2.3% https://t.co/uD6NSUMcNe",1,2020-05-19 11:15:38,21780
2020-05-19 07:17:39,2020-05-19 07:17:39-04:00,just4girls1,"RT @cfromhertz: Good Morning

US &amp; European Equities lower to start day.  Housing data at 8:30am.  $WMT sales soar, $HD sales strong as wel…",1,2020-05-19 11:17:39,440
2020-05-19 07:17:48,2020-05-19 07:17:48-04:00,ZoddaZone,RT @LaMonicaBuzz: Walmart beat on sales and earnings. Double digit comps growth and very strong digital sales gains. Up 74%. But Walmart du…,1,2020-05-19 11:17:48,1655
2020-05-19 07:18:50,2020-05-19 07:18:50-04:00,RevShark,$WMT Same Store Sales up 15%. Amazing to see those sort of gains on a base that huge.,1,2020-05-19 11:18:50,12616
2020-05-19 07:20:19,2020-05-19 07:20:19-04:00,AlonSasson2,"Walmart $WMT reported stronger than expected first quarter earnings, driven by a surge in e-commerce and higher traffic in stores as the #CoronavirusPandemic sparked massive purchases in household goods. https://t.co/PzBEW43I9L",1,2020-05-19 11:20:19,295
2020-05-19 07:20:54,2020-05-19 07:20:54-04:00,Retail_Guru,Depot more generous to its staff driving headline ‘miss’. Look beneath &amp; $HD cleaned out. Cash flow +21% &amp; inventory down 3% as high demand drove efficiency big-time $LOW $WMT,1,2020-05-19 11:20:54,7810
2020-05-19 07:25:39,2020-05-19 07:25:39-04:00,bluff_capital,"$WMT Wal-Mart with impressive results - beats on eps, beats on rev, comps +10%, e-comm sales +74%. Withdraws FY guidance. +4% pre-market. https://t.co/ifSyL1KKmu",1,2020-05-19 11:25:39,6461
2020-05-19 07:27:11,2020-05-19 07:27:11-04:00,Philips_247,"RT @bluff_capital: $WMT Wal-Mart with impressive results - beats on eps, beats on rev, comps +10%, e-comm sales +74%. Withdraws FY guidance…",1,2020-05-19 11:27:11,673
2020-05-19 07:27:21,2020-05-19 07:27:21-04:00,uruY,"Unlike amazon, walmart was able to capitalize on the pandemic.  I actually use wmt more often now but they probably saw their best quarter this year....
  Correction: Walmart earnings soar as e-commerce sales jump, shoppers flock to stores - https://t.co/cgkbZLxlG5",1,2020-05-19 11:27:21,134
2020-05-19 07:27:23,2020-05-19 07:27:23-04:00,mTradingMedia,"WHILE YOU WERE SLEEPING

Overnight trading in Asia &amp; Europe and the S&amp;P Futures pointed to a......

ah forget about it as $WMT just reported earnings and everything is changing for the good 😳

Come learn and trade today with @vwaptrader1 at https://t.co/b8YC0Z4F45",1,2020-05-19 11:27:23,52157
2020-05-19 07:28:13,2020-05-19 07:28:13-04:00,newsfilterio,Asda's first-quarter sales boosted by coronavirus stocking-up $WMT #coronavirus #COVID2019 https://t.co/EXbG7swkgu,1,2020-05-19 11:28:13,1178
